gid,lon,lat
마라19aa94bb,128.8092874000,35.2422169900
마라19aa95aa,128.8093236000,35.2444706700
마라19aa95ab,128.8093598000,35.2467243500
마라19aa95ba,128.8093961000,35.2489780300
마라19aa95bb,128.8094323000,35.2512317100
마라19aa96aa,128.8094686000,35.2534853800
마라19aa96ab,128.8095048000,35.2557390600
마라19aa96ba,128.8095411000,35.2579927300
마라19aa96bb,128.8095773000,35.2602464100
마라19aa97aa,128.8096136000,35.2625000800
마라19aa97ab,128.8096498000,35.2647537500
마라19aa97ba,128.8096861000,35.2670074200
마라19aa97bb,128.8097224000,35.2692610900
마라19aa98aa,128.8097587000,35.2715147600
마라19aa98ab,128.8097950000,35.2737684300
마라19aa98ba,128.8098312000,35.2760220900
마라19aa98bb,128.8098675000,35.2782757600
마라19aa99aa,128.8099038000,35.2805294300
마라19aa99ab,128.8099401000,35.2827830900
마라19aa99ba,128.8099764000,35.2850367500
마라19aa99bb,128.8100127000,35.2872904200
마라19ab85ba,128.8106939000,35.1588005800
마라19ab85bb,128.8107300000,35.1610542900
마라19ab86aa,128.8107662000,35.1633080000
마라19ab86ab,128.8108024000,35.1655617100
마라19ab86ba,128.8108385000,35.1678154100
마라19ab86bb,128.8108747000,35.1700691200
마라19ab87aa,128.8109109000,35.1723228200
마라19ab87ab,128.8109471000,35.1745765300
마라19ab87ba,128.8109833000,35.1768302300
마라19ab87bb,128.8110195000,35.1790839300
마라19ab88aa,128.8110557000,35.1813376300
마라19ab88ab,128.8110919000,35.1835913300
마라19ab88ba,128.8111281000,35.1858450300
마라19ab88bb,128.8111643000,35.1880987300
마라19ab89aa,128.8112005000,35.1903524300
마라19ab89ab,128.8112367000,35.1926061300
마라19ab89ba,128.8112729000,35.1948598200
마라19ab89bb,128.8113091000,35.1971135200
마라19ab90aa,128.8113454000,35.1993672100
마라19ab90ab,128.8113816000,35.2016209100
마라19ab90ba,128.8114178000,35.2038746000
마라19ab90bb,128.8114541000,35.2061282900
마라19ab91aa,128.8114903000,35.2083819800
마라19ab91ab,128.8115265000,35.2106356700
마라19ab91ba,128.8115628000,35.2128893600
마라19ab91bb,128.8115991000,35.2151430500
마라19ab92aa,128.8116353000,35.2173967400
마라19ab92ab,128.8116716000,35.2196504200
마라19ab92ba,128.8117078000,35.2219041100
마라19ab92bb,128.8117441000,35.2241577900
마라19ab93aa,128.8117804000,35.2264114800
마라19ab93ab,128.8118167000,35.2286651600
마라19ab93ba,128.8118530000,35.2309188400
마라19ab93bb,128.8118892000,35.2331725200
마라19ab94aa,128.8119255000,35.2354262100
마라19ab94ab,128.8119618000,35.2376798800
마라19ab94ba,128.8119981000,35.2399335600
마라19ab94bb,128.8120344000,35.2421872400
마라19ab95aa,128.8120707000,35.2444409200
마라19ab95ab,128.8121070000,35.2466945900
마라19ab95ba,128.8121434000,35.2489482700
마라19ab95bb,128.8121797000,35.2512019400
마라19ab96aa,128.8122160000,35.2534556200
마라19ab96ab,128.8122523000,35.2557092900
마라19ab96ba,128.8122887000,35.2579629600
마라19ab96bb,128.8123250000,35.2602166300
마라19ab97aa,128.8123613000,35.2624703000
마라19ab97ab,128.8123977000,35.2647239700
마라19ab97ba,128.8124340000,35.2669776400
마라19ab97bb,128.8124704000,35.2692313100
마라19ab98aa,128.8125067000,35.2714849700
마라19ab98ab,128.8125431000,35.2737386400
마라19ab98ba,128.8125795000,35.2759923000
마라19ab98bb,128.8126158000,35.2782459700
마라19ab99aa,128.8126522000,35.2804996300
마라19ab99ab,128.8126886000,35.2827532900
마라19ab99ba,128.8127250000,35.2850069500
마라19ab99bb,128.8127613000,35.2872606100
마라19ba85ba,128.8134382000,35.1587708600
마라19ba85bb,128.8134744000,35.1610245600
마라19ba86aa,128.8135106000,35.1632782700
마라19ba86ab,128.8135469000,35.1655319700
마라19ba86ba,128.8135831000,35.1677856800
마라19ba86bb,128.8136194000,35.1700393800
마라19ba87aa,128.8136556000,35.1722930800
마라19ba87ab,128.8136919000,35.1745467900
마라19ba87ba,128.8137281000,35.1768004900
마라19ba87bb,128.8137644000,35.1790541900
마라19ba88aa,128.8138007000,35.1813078800
마라19ba88ab,128.8138370000,35.1835615800
마라19ba88ba,128.8138732000,35.1858152800
마라19ba88bb,128.8139095000,35.1880689800
마라19ba89aa,128.8139458000,35.1903226700
마라19ba89ab,128.8139821000,35.1925763700
마라19ba89ba,128.8140184000,35.1948300600
마라19ba89bb,128.8140547000,35.1970837500
마라19ba90aa,128.8140910000,35.1993374400
마라19ba90ab,128.8141273000,35.2015911400
마라19ba90ba,128.8141636000,35.2038448300
마라19ba90bb,128.8141999000,35.2060985200
마라19ba91aa,128.8142362000,35.2083522000
마라19ba91ab,128.8142726000,35.2106058900
마라19ba91ba,128.8143089000,35.2128595800
마라19ba91bb,128.8143452000,35.2151132600
마라19ba92aa,128.8143816000,35.2173669500
마라19ba92ab,128.8144179000,35.2196206300
마라19ba92ba,128.8144542000,35.2218743200
마라19ba92bb,128.8144906000,35.2241280000
마라19ba93aa,128.8145269000,35.2263816800
마라19ba93ab,128.8145633000,35.2286353600
마라19ba93ba,128.8145996000,35.2308890400
마라19ba93bb,128.8146360000,35.2331427200
마라19ba94aa,128.8146724000,35.2353964000
마라19ba94ab,128.8147087000,35.2376500700
마라19ba94ba,128.8147451000,35.2399037500
마라19ba94bb,128.8147815000,35.2421574300
마라19ba95aa,128.8148179000,35.2444111000
마라19ba95ab,128.8148543000,35.2466647700
마라19ba95ba,128.8148907000,35.2489184500
마라19ba95bb,128.8149271000,35.2511721200
마라19ba96aa,128.8149635000,35.2534257900
마라19ba96ab,128.8149999000,35.2556794600
마라19ba96ba,128.8150363000,35.2579331300
마라19ba96bb,128.8150727000,35.2601868000
마라19ba97aa,128.8151091000,35.2624404600
마라19ba97ab,128.8151455000,35.2646941300
마라19ba97ba,128.8151819000,35.2669478000
마라19ba97bb,128.8152184000,35.2692014600
마라19ba98aa,128.8152548000,35.2714551300
마라19ba98ab,128.8152912000,35.2737087900
마라19ba98ba,128.8153277000,35.2759624500
마라19ba98bb,128.8153641000,35.2782161100
마라19ba99aa,128.8154006000,35.2804697700
마라19ba99ab,128.8154370000,35.2827234300
마라19ba99ba,128.8154735000,35.2849770900
마라19ba99bb,128.8155099000,35.2872307500
마라19bb85ba,128.8161824000,35.1587410700
마라19bb85bb,128.8162187000,35.1609947700
마라19bb86aa,128.8162550000,35.1632484800
마라19bb86ab,128.8162914000,35.1655021800
마라19bb86ba,128.8163277000,35.1677558800
마라19bb86bb,128.8163640000,35.1700095800
마라19bb87aa,128.8164003000,35.1722632800
마라19bb87ab,128.8164367000,35.1745169800
마라19bb87ba,128.8164730000,35.1767706800
마라19bb87bb,128.8165094000,35.1790243800
마라19bb88aa,128.8165457000,35.1812780700
마라19bb88ab,128.8165820000,35.1835317700
마라19bb88ba,128.8166184000,35.1857854600
마라19bb88bb,128.8166548000,35.1880391600
마라19bb89aa,128.8166911000,35.1902928500
마라19bb89ab,128.8167275000,35.1925465400
마라19bb89ba,128.8167639000,35.1948002300
마라19bb89bb,128.8168002000,35.1970539200
마라19bb90aa,128.8168366000,35.1993076100
마라19bb90ab,128.8168730000,35.2015613000
마라19bb90ba,128.8169094000,35.2038149900
마라19bb90bb,128.8169458000,35.2060686800
마라19bb91aa,128.8169822000,35.2083223600
마라19bb91ab,128.8170186000,35.2105760500
마라19bb91ba,128.8170550000,35.2128297300
마라19bb91bb,128.8170914000,35.2150834200
마라19bb92aa,128.8171278000,35.2173371000
마라19bb92ab,128.8171642000,35.2195907800
마라19bb92ba,128.8172006000,35.2218444600
마라19bb92bb,128.8172370000,35.2240981400
마라19bb93aa,128.8172735000,35.2263518200
마라19bb93ab,128.8173099000,35.2286055000
마라19bb93ba,128.8173463000,35.2308591700
마라19bb93bb,128.8173828000,35.2331128500
마라19bb94aa,128.8174192000,35.2353665300
마라19bb94ab,128.8174557000,35.2376202000
마라19bb94ba,128.8174921000,35.2398738700
마라19bb94bb,128.8175286000,35.2421275500
마라19bb95aa,128.8175650000,35.2443812200
마라19bb95ab,128.8176015000,35.2466348900
마라19bb95ba,128.8176380000,35.2488885600
마라19bb95bb,128.8176744000,35.2511422300
마라19bb96aa,128.8177109000,35.2533959000
마라19bb96ab,128.8177474000,35.2556495700
마라19bb96ba,128.8177839000,35.2579032300
마라19bb96bb,128.8178204000,35.2601569000
마라19bb97aa,128.8178569000,35.2624105600
마라19bb97ab,128.8178933000,35.2646642300
마라19bb97ba,128.8179298000,35.2669178900
마라19bb97bb,128.8179663000,35.2691715500
마라19bb98aa,128.8180029000,35.2714252100
마라19bb98ab,128.8180394000,35.2736788800
마라19bb98ba,128.8180759000,35.2759325400
마라19bb98bb,128.8181124000,35.2781861900
마라19bb99aa,128.8181489000,35.2804398500
마라19bb99ab,128.8181855000,35.2826935100
마라19bb99ba,128.8182220000,35.2849471700
마라19bb99bb,128.8182585000,35.2872008200
마라20aa85ba,128.8189267000,35.1587112200
마라20aa85bb,128.8189631000,35.1609649200
마라20aa86aa,128.8189995000,35.1632186200
마라20aa86ab,128.8190358000,35.1654723200
마라20aa86ba,128.8190722000,35.1677260200
마라20aa86bb,128.8191086000,35.1699797200
마라20aa87aa,128.8191451000,35.1722334200
마라20aa87ab,128.8191815000,35.1744871200
마라20aa87ba,128.8192179000,35.1767408100
마라20aa87bb,128.8192543000,35.1789945100
마라20aa88aa,128.8192907000,35.1812482000
마라20aa88ab,128.8193271000,35.1835018900
마라20aa88ba,128.8193636000,35.1857555900
마라20aa88bb,128.8194000000,35.1880092800
마라20aa89aa,128.8194364000,35.1902629700
마라20aa89ab,128.8194729000,35.1925166600
마라20aa89ba,128.8195093000,35.1947703500
마라20aa89bb,128.8195458000,35.1970240300
마라20aa90aa,128.8195822000,35.1992777200
마라20aa90ab,128.8196187000,35.2015314100
마라20aa90ba,128.8196552000,35.2037850900
마라20aa90bb,128.8196916000,35.2060387800
마라20aa91aa,128.8197281000,35.2082924600
마라20aa91ab,128.8197646000,35.2105461400
마라20aa91ba,128.8198010000,35.2127998200
마라20aa91bb,128.8198375000,35.2150535000
마라20aa92aa,128.8198740000,35.2173071800
마라20aa92ab,128.8199105000,35.2195608600
마라20aa92ba,128.8199470000,35.2218145400
마라20aa92bb,128.8199835000,35.2240682200
마라20aa93aa,128.8200200000,35.2263219000
마라20aa93ab,128.8200565000,35.2285755700
마라20aa93ba,128.8200930000,35.2308292500
마라20aa93bb,128.8201295000,35.2330829200
마라20aa94aa,128.8201661000,35.2353365900
마라20aa94ab,128.8202026000,35.2375902700
마라20aa94ba,128.8202391000,35.2398439400
마라20aa94bb,128.8202756000,35.2420976100
마라20aa95aa,128.8203122000,35.2443512800
마라20aa95ab,128.8203487000,35.2466049400
마라20aa95ba,128.8203853000,35.2488586100
마라20aa95bb,128.8204218000,35.2511122800
마라20aa96aa,128.8204584000,35.2533659500
마라20aa96ab,128.8204949000,35.2556196100
마라20aa96ba,128.8205315000,35.2578732700
마라20aa96bb,128.8205680000,35.2601269400
마라20aa97aa,128.8206046000,35.2623806000
마라20aa97ab,128.8206412000,35.2646342600
마라20aa97ba,128.8206777000,35.2668879200
마라20aa97bb,128.8207143000,35.2691415800
마라20aa98aa,128.8207509000,35.2713952400
마라20aa98ab,128.8207875000,35.2736489000
마라20aa98ba,128.8208241000,35.2759025600
마라20aa98bb,128.8208607000,35.2781562100
마라20aa99aa,128.8208973000,35.2804098700
마라20aa99ab,128.8209339000,35.2826635200
마라20aa99ba,128.8209705000,35.2849171800
마라20aa99bb,128.8210071000,35.2871708300
마라20ab85ab,128.8216345000,35.1564276100
마라20ab85ba,128.8216709000,35.1586813100
마라20ab85bb,128.8217074000,35.1609350100
마라20ab86aa,128.8217439000,35.1631887100
마라20ab86ab,128.8217803000,35.1654424100
마라20ab86ba,128.8218168000,35.1676961000
마라20ab86bb,128.8218533000,35.1699498000
마라20ab87aa,128.8218898000,35.1722034900
마라20ab87ab,128.8219262000,35.1744571900
마라20ab87ba,128.8219627000,35.1767108800
마라20ab87bb,128.8219992000,35.1789645700
마라20ab88aa,128.8220357000,35.1812182600
마라20ab88ab,128.8220722000,35.1834719500
마라20ab88ba,128.8221087000,35.1857256400
마라20ab88bb,128.8221452000,35.1879793300
마라20ab89aa,128.8221818000,35.1902330200
마라20ab89ab,128.8222183000,35.1924867100
마라20ab89ba,128.8222548000,35.1947403900
마라20ab89bb,128.8222913000,35.1969940800
마라20ab90aa,128.8223279000,35.1992477600
마라20ab90ab,128.8223644000,35.2015014500
마라20ab90ba,128.8224009000,35.2037551300
마라20ab90bb,128.8224375000,35.2060088100
마라20ab91aa,128.8224740000,35.2082624900
마라20ab91ab,128.8225106000,35.2105161700
마라20ab91ba,128.8225471000,35.2127698500
마라20ab91bb,128.8225837000,35.2150235300
마라20ab92aa,128.8226202000,35.2172772100
마라20ab92ab,128.8226568000,35.2195308900
마라20ab92ba,128.8226934000,35.2217845600
마라20ab92bb,128.8227300000,35.2240382400
마라20ab93aa,128.8227665000,35.2262919100
마라20ab93ab,128.8228031000,35.2285455800
마라20ab93ba,128.8228397000,35.2307992600
마라20ab93bb,128.8228763000,35.2330529300
마라20ab94aa,128.8229129000,35.2353066000
마라20ab94ab,128.8229495000,35.2375602700
마라20ab94ba,128.8229861000,35.2398139400
마라20ab94bb,128.8230227000,35.2420676000
마라20ab95aa,128.8230593000,35.2443212700
마라20ab95ab,128.8230959000,35.2465749400
마라20ab95ba,128.8231325000,35.2488286000
마라20ab95bb,128.8231692000,35.2510822700
마라20ab96aa,128.8232058000,35.2533359300
마라20ab96ab,128.8232424000,35.2555895900
마라20ab96ba,128.8232791000,35.2578432500
마라20ab96bb,128.8233157000,35.2600969200
마라20ab97aa,128.8233523000,35.2623505800
마라20ab97ab,128.8233890000,35.2646042300
마라20ab97ba,128.8234256000,35.2668578900
마라20ab97bb,128.8234623000,35.2691115500
마라20ab98aa,128.8234990000,35.2713652100
마라20ab98ab,128.8235356000,35.2736188600
마라20ab98ba,128.8235723000,35.2758725200
마라20ab98bb,128.8236090000,35.2781261700
마라20ab99aa,128.8236456000,35.2803798200
마라20ab99ab,128.8236823000,35.2826334800
마라20ab99ba,128.8237190000,35.2848871300
마라20ab99bb,128.8237557000,35.2871407800
마라20ba85ab,128.8243787000,35.1563976400
마라20ba85ba,128.8244152000,35.1586513400
마라20ba85bb,128.8244517000,35.1609050300
마라20ba86aa,128.8244883000,35.1631587300
마라20ba86ab,128.8245248000,35.1654124300
마라20ba86ba,128.8245614000,35.1676661200
마라20ba86bb,128.8245979000,35.1699198100
마라20ba87aa,128.8246345000,35.1721735100
마라20ba87ab,128.8246710000,35.1744272000
마라20ba87ba,128.8247076000,35.1766808900
마라20ba87bb,128.8247442000,35.1789345800
마라20ba88aa,128.8247807000,35.1811882700
마라20ba88ab,128.8248173000,35.1834419500
마라20ba88ba,128.8248539000,35.1856956400
마라20ba88bb,128.8248905000,35.1879493300
마라20ba89aa,128.8249271000,35.1902030100
마라20ba89ab,128.8249637000,35.1924567000
마라20ba89ba,128.8250003000,35.1947103800
마라20ba89bb,128.8250369000,35.1969640600
마라20ba90aa,128.8250735000,35.1992177500
마라20ba90ab,128.8251101000,35.2014714300
마라20ba90ba,128.8251467000,35.2037251100
마라20ba90bb,128.8251833000,35.2059787900
마라20ba91aa,128.8252199000,35.2082324700
마라20ba91ab,128.8252566000,35.2104861400
마라20ba91ba,128.8252932000,35.2127398200
마라20ba91bb,128.8253298000,35.2149935000
마라20ba92aa,128.8253665000,35.2172471700
마라20ba92ab,128.8254031000,35.2195008500
마라20ba92ba,128.8254397000,35.2217545200
마라20ba92bb,128.8254764000,35.2240081900
마라20ba93aa,128.8255131000,35.2262618600
마라20ba93ab,128.8255497000,35.2285155300
마라20ba93ba,128.8255864000,35.2307692000
마라20ba93bb,128.8256230000,35.2330228700
마라20ba94aa,128.8256597000,35.2352765400
마라20ba94ab,128.8256964000,35.2375302100
마라20ba94ba,128.8257331000,35.2397838700
마라20ba94bb,128.8257698000,35.2420375400
마라20ba95aa,128.8258064000,35.2442912000
마라20ba95ab,128.8258431000,35.2465448700
마라20ba95ba,128.8258798000,35.2487985300
마라20ba95bb,128.8259165000,35.2510521900
마라20ba96aa,128.8259532000,35.2533058500
마라20ba96ab,128.8259899000,35.2555595100
마라20ba96ba,128.8260266000,35.2578131700
마라20ba96bb,128.8260634000,35.2600668300
마라20ba97aa,128.8261001000,35.2623204900
마라20ba97ab,128.8261368000,35.2645741400
마라20ba97ba,128.8261735000,35.2668278000
마라20ba97bb,128.8262103000,35.2690814600
마라20ba98aa,128.8262470000,35.2713351100
마라20ba98ab,128.8262837000,35.2735887600
마라20ba98ba,128.8263205000,35.2758424100
마라20ba98bb,128.8263572000,35.2780960700
마라20ba99aa,128.8263940000,35.2803497200
마라20ba99ab,128.8264307000,35.2826033700
마라20ba99ba,128.8264675000,35.2848570200
마라20ba99bb,128.8265043000,35.2871106600
마라20bb85ab,128.8271228000,35.1563676100
마라20bb85ba,128.8271594000,35.1586213000
마라20bb85bb,128.8271960000,35.1608750000
마라20bb86aa,128.8272327000,35.1631286900
마라20bb86ab,128.8272693000,35.1653823800
마라20bb86ba,128.8273059000,35.1676360700
마라20bb86bb,128.8273425000,35.1698897700
마라20bb87aa,128.8273792000,35.1721434600
마라20bb87ab,128.8274158000,35.1743971400
마라20bb87ba,128.8274524000,35.1766508300
마라20bb87bb,128.8274891000,35.1789045200
마라20bb88aa,128.8275257000,35.1811582100
마라20bb88ab,128.8275624000,35.1834118900
마라20bb88ba,128.8275990000,35.1856655800
마라20bb88bb,128.8276357000,35.1879192600
마라20bb89aa,128.8276724000,35.1901729400
마라20bb89ab,128.8277090000,35.1924266300
마라20bb89ba,128.8277457000,35.1946803100
마라20bb89bb,128.8277824000,35.1969339900
마라20bb90aa,128.8278191000,35.1991876700
마라20bb90ab,128.8278558000,35.2014413500
마라20bb90ba,128.8278925000,35.2036950200
마라20bb90bb,128.8279291000,35.2059487000
마라20bb91aa,128.8279658000,35.2082023800
마라20bb91ab,128.8280025000,35.2104560500
마라20bb91ba,128.8280393000,35.2127097300
마라20bb91bb,128.8280760000,35.2149634000
마라20bb92aa,128.8281127000,35.2172170700
마라20bb92ab,128.8281494000,35.2194707400
마라20bb92ba,128.8281861000,35.2217244100
마라20bb92bb,128.8282228000,35.2239780800
마라20bb93aa,128.8282596000,35.2262317500
마라20bb93ab,128.8282963000,35.2284854200
마라20bb93ba,128.8283330000,35.2307390900
마라20bb93bb,128.8283698000,35.2329927500
마라20bb94aa,128.8284065000,35.2352464200
마라20bb94ab,128.8284433000,35.2375000800
마라20bb94ba,128.8284800000,35.2397537500
마라20bb94bb,128.8285168000,35.2420074100
마라20bb95aa,128.8285536000,35.2442610700
마라20bb95ab,128.8285903000,35.2465147300
마라20bb95ba,128.8286271000,35.2487683900
마라20bb95bb,128.8286639000,35.2510220500
마라20bb96aa,128.8287007000,35.2532757100
마라20bb96ab,128.8287374000,35.2555293700
마라20bb96ba,128.8287742000,35.2577830300
마라20bb96bb,128.8288110000,35.2600366800
마라20bb97aa,128.8288478000,35.2622903400
마라20bb97ab,128.8288846000,35.2645439900
마라20bb97ba,128.8289214000,35.2667976500
마라20bb97bb,128.8289582000,35.2690513000
마라20bb98aa,128.8289950000,35.2713049500
마라20bb98ab,128.8290319000,35.2735586000
마라20bb98ba,128.8290687000,35.2758122500
마라20bb98bb,128.8291055000,35.2780659000
마라20bb99aa,128.8291423000,35.2803195500
마라20bb99ab,128.8291792000,35.2825731900
마라20bb99ba,128.8292160000,35.2848268400
마라20bb99bb,128.8292528000,35.2870804900
마라21aa85ab,128.8298670000,35.1563375100
마라21aa85ba,128.8299037000,35.1585912100
마라21aa85bb,128.8299404000,35.1608449000
마라21aa86aa,128.8299771000,35.1630985900
마라21aa86ab,128.8300138000,35.1653522800
마라21aa86ba,128.8300505000,35.1676059700
마라21aa86bb,128.8300872000,35.1698596600
마라21aa87aa,128.8301239000,35.1721133400
마라21aa87ab,128.8301606000,35.1743670300
마라21aa87ba,128.8301973000,35.1766207200
마라21aa87bb,128.8302340000,35.1788744000
마라21aa88aa,128.8302707000,35.1811280800
마라21aa88ab,128.8303075000,35.1833817700
마라21aa88ba,128.8303442000,35.1856354500
마라21aa88bb,128.8303809000,35.1878891300
마라21aa89aa,128.8304177000,35.1901428100
마라21aa89ab,128.8304544000,35.1923964900
마라21aa89ba,128.8304912000,35.1946501700
마라21aa89bb,128.8305279000,35.1969038500
마라21aa90aa,128.8305647000,35.1991575200
마라21aa90ab,128.8306014000,35.2014112000
마라21aa90ba,128.8306382000,35.2036648800
마라21aa90bb,128.8306750000,35.2059185500
마라21aa91aa,128.8307118000,35.2081722200
마라21aa91ab,128.8307485000,35.2104259000
마라21aa91ba,128.8307853000,35.2126795700
마라21aa91bb,128.8308221000,35.2149332400
마라21aa92aa,128.8308589000,35.2171869100
마라21aa92ab,128.8308957000,35.2194405800
마라21aa92ba,128.8309325000,35.2216942500
마라21aa92bb,128.8309693000,35.2239479100
마라21aa93aa,128.8310061000,35.2262015800
마라21aa93ab,128.8310429000,35.2284552500
마라21aa93ba,128.8310797000,35.2307089100
마라21aa93bb,128.8311165000,35.2329625700
마라21aa94aa,128.8311534000,35.2352162400
마라21aa94ab,128.8311902000,35.2374699000
마라21aa94ba,128.8312270000,35.2397235600
마라21aa94bb,128.8312639000,35.2419772200
마라21aa95aa,128.8313007000,35.2442308800
마라21aa95ab,128.8313375000,35.2464845400
마라21aa95ba,128.8313744000,35.2487382000
마라21aa95bb,128.8314112000,35.2509918500
마라21aa96aa,128.8314481000,35.2532455100
마라21aa96ab,128.8314849000,35.2554991700
마라21aa96ba,128.8315218000,35.2577528200
마라21aa96bb,128.8315587000,35.2600064700
마라21aa97aa,128.8315956000,35.2622601300
마라21aa97ab,128.8316324000,35.2645137800
마라21aa97ba,128.8316693000,35.2667674300
마라21aa97bb,128.8317062000,35.2690210800
마라21aa98aa,128.8317431000,35.2712747300
마라21aa98ab,128.8317800000,35.2735283800
마라21aa98ba,128.8318169000,35.2757820200
마라21aa98bb,128.8318538000,35.2780356700
마라21aa99aa,128.8318907000,35.2802893100
마라21aa99ab,128.8319276000,35.2825429600
마라21aa99ba,128.8319645000,35.2847966000
마라21aa99bb,128.8320014000,35.2870502500
마라21ab85ab,128.8326112000,35.1563073600
마라21ab85ba,128.8326479000,35.1585610500
마라21ab85bb,128.8326847000,35.1608147400
마라21ab86aa,128.8327214000,35.1630684200
마라21ab86ab,128.8327582000,35.1653221100
마라21ab86ba,128.8327950000,35.1675758000
마라21ab86bb,128.8328318000,35.1698294800
마라21ab87aa,128.8328686000,35.1720831700
마라21ab87ab,128.8329053000,35.1743368500
마라21ab87ba,128.8329421000,35.1765905400
마라21ab87bb,128.8329789000,35.1788442200
마라21ab88aa,128.8330157000,35.1810979000
마라21ab88ab,128.8330525000,35.1833515800
마라21ab88ba,128.8330893000,35.1856052600
마라21ab88bb,128.8331262000,35.1878589400
마라21ab89aa,128.8331630000,35.1901126200
마라21ab89ab,128.8331998000,35.1923662900
마라21ab89ba,128.8332366000,35.1946199700
마라21ab89bb,128.8332735000,35.1968736500
마라21ab90aa,128.8333103000,35.1991273200
마라21ab90ab,128.8333471000,35.2013809900
마라21ab90ba,128.8333840000,35.2036346700
마라21ab90bb,128.8334208000,35.2058883400
마라21ab91aa,128.8334577000,35.2081420100
마라21ab91ab,128.8334945000,35.2103956800
마라21ab91ba,128.8335314000,35.2126493500
마라21ab91bb,128.8335682000,35.2149030200
마라21ab92aa,128.8336051000,35.2171566800
마라21ab92ab,128.8336420000,35.2194103500
마라21ab92ba,128.8336788000,35.2216640200
마라21ab92bb,128.8337157000,35.2239176800
마라21ab93aa,128.8337526000,35.2261713500
마라21ab93ab,128.8337895000,35.2284250100
마라21ab93ba,128.8338264000,35.2306786700
마라21ab93bb,128.8338633000,35.2329323300
마라21ab94aa,128.8339002000,35.2351859900
마라21ab94ab,128.8339371000,35.2374396500
마라21ab94ba,128.8339740000,35.2396933100
마라21ab94bb,128.8340109000,35.2419469700
마라21ab95aa,128.8340478000,35.2442006300
마라21ab95ab,128.8340847000,35.2464542800
마라21ab95ba,128.8341217000,35.2487079400
마라21ab95bb,128.8341586000,35.2509615900
마라21ab96aa,128.8341955000,35.2532152500
마라21ab96ab,128.8342324000,35.2554689000
마라21ab96ba,128.8342694000,35.2577225500
마라21ab96bb,128.8343063000,35.2599762000
마라21ab97aa,128.8343433000,35.2622298500
마라21ab97ab,128.8343802000,35.2644835000
마라21ab97ba,128.8344172000,35.2667371500
마라21ab97bb,128.8344541000,35.2689908000
마라21ab98aa,128.8344911000,35.2712444400
마라21ab98ab,128.8345281000,35.2734980900
마라21ab98ba,128.8345651000,35.2757517300
마라21ab98bb,128.8346020000,35.2780053800
마라21ab99aa,128.8346390000,35.2802590200
마라21ab99ab,128.8346760000,35.2825126600
마라21ab99ba,128.8347130000,35.2847663000
마라21ab99bb,128.8347500000,35.2870199400
마라21ba85ba,128.8353921000,35.1585308200
마라21ba85bb,128.8354290000,35.1607845100
마라21ba86aa,128.8354658000,35.1630382000
마라21ba86ab,128.8355027000,35.1652918800
마라21ba86ba,128.8355395000,35.1675455700
마라21ba86bb,128.8355764000,35.1697992500
마라21ba87aa,128.8356132000,35.1720529300
마라21ba87ab,128.8356501000,35.1743066100
마라21ba87ba,128.8356870000,35.1765602900
마라21ba87bb,128.8357239000,35.1788139700
마라21ba88aa,128.8357607000,35.1810676500
마라21ba88ab,128.8357976000,35.1833213300
마라21ba88ba,128.8358345000,35.1855750100
마라21ba88bb,128.8358714000,35.1878286900
마라21ba89aa,128.8359083000,35.1900823600
마라21ba89ab,128.8359452000,35.1923360400
마라21ba89ba,128.8359821000,35.1945897100
마라21ba89bb,128.8360190000,35.1968433800
마라21ba90aa,128.8360559000,35.1990970500
마라21ba90ab,128.8360928000,35.2013507200
마라21ba90ba,128.8361297000,35.2036044000
마라21ba90bb,128.8361666000,35.2058580600
마라21ba91aa,128.8362036000,35.2081117300
마라21ba91ab,128.8362405000,35.2103654000
마라21ba91ba,128.8362774000,35.2126190700
마라21ba91bb,128.8363144000,35.2148727300
마라21ba92aa,128.8363513000,35.2171264000
마라21ba92ab,128.8363883000,35.2193800600
마라21ba92ba,128.8364252000,35.2216337300
마라21ba92bb,128.8364622000,35.2238873900
마라21ba93aa,128.8364991000,35.2261410500
마라21ba93ab,128.8365361000,35.2283947100
마라21ba93ba,128.8365730000,35.2306483700
마라21ba93bb,128.8366100000,35.2329020300
마라21ba94aa,128.8366470000,35.2351556900
마라21ba94ab,128.8366840000,35.2374093400
마라21ba94ba,128.8367209000,35.2396630000
마라21ba94bb,128.8367579000,35.2419166600
마라21ba95aa,128.8367949000,35.2441703100
마라21ba95ab,128.8368319000,35.2464239600
마라21ba95ba,128.8368689000,35.2486776200
마라21ba95bb,128.8369059000,35.2509312700
마라21ba96aa,128.8369429000,35.2531849200
마라21ba96ab,128.8369799000,35.2554385700
마라21ba96ba,128.8370170000,35.2576922200
마라21ba96bb,128.8370540000,35.2599458700
마라21ba97aa,128.8370910000,35.2621995100
마라21ba97ab,128.8371280000,35.2644531600
마라21ba97ba,128.8371651000,35.2667068100
마라21ba97bb,128.8372021000,35.2689604500
마라21ba98aa,128.8372391000,35.2712141000
마라21ba98ab,128.8372762000,35.2734677400
마라21ba98ba,128.8373132000,35.2757213800
마라21ba98bb,128.8373503000,35.2779750200
마라21ba99aa,128.8373873000,35.2802286600
마라21ba99ab,128.8374244000,35.2824823000
마라21ba99ba,128.8374615000,35.2847359400
마라21ba99bb,128.8374985000,35.2869895800
마라21bb85ba,128.8381364000,35.1585005400
마라21bb85bb,128.8381733000,35.1607542300
